SiteID,Designatio,LAT,LONG,COMID,ElevCat,Precip8110Ws,Tmean8110Ws,WsAreaSqKm
7326,Cal,40.79740143,-111.7099991,10389342,1979.04,904.52,6.56,7.6653
8059,Cal,33.6194,-110.921,22442058,783.76,594.83,11.18,11060.7723
8165,Cal,34.53860092,-111.6940002,20435246,1233.73,631.73,9.74,626.5647
9735,Cal,47.5143013,-123.3300018,24285534,434.87,3786.13,6.76,147.429
9798,Cal,47.38650131,-121.8460007,24537924,331.1,2506.21,7.67,44.8272
9800,Cal,47.40309906,-121.8990021,947110254,292.82,1928.95,9.02,12.8943
9812,Cal,48.7322998,-121.1669998,24255741,1104.12,2608.19,5.05,52.6347
9814,Cal,48.68119812,-121.2730026,24255763,599.13,2757.42,5.14,100.6497
9896,Cal,41.09400177,-122.1169968,7960917,684.59,1453.7,9,1072.9179
9926,Cal,39.76679993,-121.7789993,12076092,210.53,1507.36,13.53,191.7144
9956,Cal,40.01399994,-121.947998,8020924,394.34,1465,11.2,542.574
9964,Cal,39.72880173,-121.7040024,1680009,144.14,1656.77,12.33,391.2813
9966,Cal,39.90879822,-121.6179962,2770154,756.94,1778.17,10.71,260.5815
9982,Cal,39.89319992,-121.6930008,8021798,538.25,1597.94,12.82,153.5715
9988,Cal,40.10240173,-121.4970016,2769744,1475.44,1822.98,8.22,84.1284
9990,Cal,40.18769836,-121.5319977,8020536,1305.7,1512.03,8.71,249.9579
10836,Cal,38.78419876,-106.8710022,1333198,2665.67,960.45,1.1,613.845
10856,Cal,40.32580185,-105.8570023,1234461,2786.87,837.6,0.19,170.2152
11606,Cal,46.83190155,-114.0540009,24319206,1019,801.43,4.38,7265.2734
11636,Cal,47.05599976,-115.3529968,23004793,1333.04,1409.82,4.37,312.2613
11909,Cal,37.79779816,-105.5029984,17890674,2995.29,761,2.75,41.8824
16357,Cal,46.94350052,-116.6380005,23460235,848.07,1045.82,6.68,147.4722
16390,Cal,38.16329956,-106.2910004,17880874,2514.33,567.83,2.63,1339.7679
16502,Cal,37.8223,-106.909,17906593,2678.68,811.14,1.13,1743.5673
16535,Cal,35.77640152,-106.2689972,17833378,1971.54,555.29,7.97,49.4163
16969,Cal,40.66439819,-105.223999,2900705,1692.6,554.93,4.21,2733.7617
23588,Cal,41.02999878,-111.8980026,10274816,2716.11,1324.4,3.34,0.8496
23681,Cal,40.63830185,-111.262001,10092644,2104.45,840.45,4.19,119.9394
23689,Cal,40.73720169,-111.2480011,10093110,2188.08,951.09,3.04,421.7409
23691,Cal,40.78530121,-111.1620026,10092410,2285.3,993.35,2.55,310.3605
23719,Cal,40.7798996,-111.8059998,10389424,1841.45,637.32,8.43,0.8082
25354,Cal,38.87820053,-119.689003,8924007,1563.71,883.99,6.03,970.4538
25411,Cal,38.77690125,-119.8990021,8922481,2314.99,1121.04,5.3,139.0149
26191,Cal,42.32460022,-114.2730026,24491164,1614.17,683.51,6.38,136.7487
26203,Cal,42.45270157,-114.8619995,23195924,1230.34,385.56,6.47,5019.6123
26206,Cal,43.77959824,-114.4960022,23251503,2058.03,883.96,1.06,17.1603
26209,Cal,43.49160004,-114.0589981,23267066,1663.6,538.94,4.03,639.1134
26216,Cal,44.09889984,-110.6679993,23123539,2081.09,987.34,1.2,1227.2895
26220,Cal,42.52550125,-110.8840027,23135935,2385.39,926.57,2.5,62.0577
26236,Cal,43.04249954,-112.5500031,24558407,1350.24,271.21,7.77,86.7699
26240,Cal,44.25889969,-112.4100037,23227762,1795.86,537.56,3.02,546.5439
26251,Cal,43.29859924,-110.5179977,24432901,2096.94,772.28,2.07,54.8964
26255,Cal,43.11880112,-110.8570023,24432181,2104.27,878.54,2.42,893.0223
26259,Cal,44.12799835,-111.1740036,24459696,1889.06,1018.01,3.03,93.9888
26263,Cal,44.0685997,-111.2409973,23141935,1739.22,1209.46,2.07,848.4408
26267,Cal,43.93799973,-111.1790009,24469992,1833.6,1127.51,2.5,210.2949
26316,Cal,43.99829865,-114.0210037,23238594,2121.64,663.44,1.39,1143.3753
26404,Cal,44.26350021,-123.3909988,23763103,293.33,1396.02,11.18,16.6932
26422,Cal,44.667099,-123.2779999,23762819,195.69,1557.84,10.86,26.5275
26443,Cal,44.95569992,-122.6279984,23800734,332.12,1958.58,9.39,25.3368
26453,Cal,45.64339828,-123.3700027,23805078,478.17,2106.38,8.89,19.1952
26891,Cal,36.87469864,-119.1419983,22050527,357.98,1037.03,5.84,3473.5815
26972,Cal,37.53939819,-119.6220016,21610433,1406.14,1330.36,6,186.6915
26978,Cal,37.65019989,-119.8860016,21610027,829.82,1173.04,9.57,623.3292
26990,Cal,37.74300003,-119.5660019,21609435,1543.19,1310.86,5.29,122.6664
26994,Cal,37.74489975,-119.552002,21609435,1543.19,1310.86,5.29,122.6664
27027,Cal,37.73160172,-119.5589981,21609533,1684.23,1220.55,4.16,470.6451
27031,Cal,37.71689987,-119.6660004,21609641,1927.58,1225.71,5.2,835.7553
27044,Cal,37.73799896,-119.5619965,21609533,1684.23,1220.55,4.16,470.6451
27048,Cal,37.73910141,-119.5999985,21609461,1556.17,1248.14,4.71,724.806
27052,Cal,37.74269867,-119.572998,21609449,1620.63,1237.62,4.45,599.1759
27056,Cal,37.74269867,-119.5790024,21609449,1620.63,1237.62,4.45,599.1759
58285,Cal,47.41939926,-115.6029968,22937148,1326.14,1243.45,4.63,51.9498
58324,Cal,47.38439941,-115.401001,22937120,1023.85,1074.18,5.08,233.6724
58785,Cal,45.00299835,-110.0019989,2962790,2478.62,917.2,0.39,94.4937
58884,Cal,45.11190033,-110.7939987,4369760,1858.73,776.66,1.05,6781.9968
58904,Cal,45.59719849,-110.5660019,4366016,1594.25,742.87,1.64,9197.2233
59139,Cal,44.84939957,-107.3050003,5336835,1597.68,701.1,1.58,533.9574
60164,Cal,47.2969017,-115.1230011,22937058,1046.13,1004.39,5.27,787.4865
60980,Cal,47.52550125,-115.8010025,23002230,1537.47,1317.27,4.38,51.7941
61730,Cal,47.70709991,-115.9779968,24373072,898.14,1161.04,5.87,866.4642
61738,Cal,47.70159912,-115.8600006,24372992,1254.95,1248.94,5.17,30.7989
61750,Cal,47.56880188,-116.2529984,24372850,739.38,1163.49,6.05,2315.7891
63122,Cal,46.31100082,-120.788002,23100178,415.43,741.1,6.73,315.5022
63561,Cal,46.5359993,-120.4729996,23099884,364.45,628.01,6.9,430.0803
63578,Cal,46.24990082,-120.3789978,23100260,382.86,525.61,8.06,1136.1681
87087,Cal,40.96519852,-110.8539963,7887898,2428.34,865.72,1.64,456.3333
87643,Cal,34.17060089,-116.8310013,22559686,2427.36,1036.29,6.3,18.4869
95383,Cal,40.35390091,-105.5839996,13584,2466.5,917.77,0.46,103.8159
120225,Cal,46.25370026,-120.4079971,23100264,328.81,541.29,8.15,399.6819
120747,Cal,47.29470062,-120.1490021,23208362,541.67,549.63,6.76,92.8197
HAWK-1,Cal,35.77539825,-105.7040024,20814404,2796.65,820.75,4.33,26.3025
HAWK-10,Cal,39.23730087,-114.5699997,11338865,2224.92,605.8,2.75,28.8351
HAWK-100,Cal,37.27389908,-106.6179962,17875339,3374.42,1246.51,1.01,9.8136
HAWK-101,Cal,38.05089951,-107.8099976,9769836,2711.99,900.01,2.24,47.0457
HAWK-102,Cal,38.10599899,-107.0350037,3253571,2890.19,611.59,1.24,451.9872
HAWK-103,Cal,38.1753006,-107.387001,3253585,3538.29,817.34,0.57,44.0325
HAWK-104,Cal,38.45100021,-106.3410034,9773427,3324.69,723.19,0.53,29.2221
HAWK-105,Cal,38.05609894,-105.5790024,922209,3256.91,813.47,1.81,14.0544
HAWK-106,Cal,38.2635994,-105.1930008,949257,1960.88,531.76,7.67,60.0255
HAWK-107,Cal,39.18560028,-105.3909988,190801,2730.86,803.45,1.82,172.8315
HAWK-108,Cal,39.24700165,-105.3580017,191307,2742.02,687.8,3.86,44.8425
HAWK-109,Cal,39.37459946,-105.6839981,5239394,3268.12,633.17,0.72,17.0469
HAWK-11,Cal,39.43600082,-114.5630035,11337805,1996.13,271.86,8.04,5.1345
HAWK-110,Cal,38.87080002,-106.2659988,917613,3377.34,866.03,-0.97,30.8655
HAWK-111,Cal,39.46360016,-106.2979965,1320826,3366.58,761.18,0.58,14.2425
HAWK-112,Cal,39.05189896,-106.3899994,916855,3594.14,818.8,-1.14,18.5886
HAWK-113,Cal,38.98619843,-106.6969986,1332642,3275.66,1019.67,-0.34,61.8012
HAWK-114,Cal,38.86460114,-107.3349991,1337426,2253.76,831.1,3.67,261.9927
HAWK-116,Cal,39.21689987,-106.3980026,916523,3502.28,834.81,-0.52,30.9123
HAWK-117,Cal,39.28530121,-106.4489975,916469,3423.07,827.56,0.03,20.8386
HAWK-119,Cal,31.86470032,-109.3310013,21263977,2064.96,872.66,9.89,6.9903
HAWK-120,Cal,31.85160065,-109.1949997,21309131,1727.26,732.41,10.85,21.4722
HAWK-121,Cal,31.63409996,-110.1760025,15932597,1240.55,429.81,16.35,3174.9993
HAWK-122,Cal,32.3504982,-110.2360001,15919741,1347.56,468.68,14.96,89.9478
HAWK-123,Cal,32.74340057,-109.8399963,21331123,1809.87,790.85,9.8,10.9773
HAWK-126,Cal,33.82360077,-110.8600006,22440708,1372.83,645.95,13.29,8.6364
HAWK-127,Cal,34.55379868,-111.4089966,20435194,2018.17,657.44,8.77,372.258
HAWK-133,Cal,37.3783989,-113.4469986,10023092,2249.86,762.52,5.43,23.2326
HAWK-134,Cal,37.65209961,-112.7559967,10817934,3015.2,917.75,2.21,29.5758
HAWK-137,Cal,38.21549988,-112.5339966,1215381,2181.73,616.89,5.51,13.338
HAWK-138,Cal,38.28219986,-112.4459991,1215175,2806.38,854.46,3.61,26.1567
HAWK-139,Cal,38.33819962,-112.5410004,1214885,2280.01,778.03,4.42,62.2314
HAWK-14,Cal,41.44660187,-117.6660004,11138096,2188.1,718.41,5.69,11.547
HAWK-141,Cal,41.29740143,-111.560997,10274176,2006.79,885.61,5.06,64.1502
HAWK-142,Cal,40.80020142,-111.7710037,10389392,1918.12,717.15,7.95,1.8117
HAWK-143,Cal,41.8783989,-111.5630035,664174,2000.37,1075.11,3.95,258.5997
HAWK-145,Cal,41.71480179,-111.8410034,664510,1391.87,916.15,4.99,639.2106
HAWK-146,Cal,41.97489929,-111.7289963,4564426,1981.44,993.22,5.07,43.0074
HAWK-147,Cal,42.0984993,-111.5350037,4471111,2328.61,1106.59,3.85,22.2831
HAWK-148,Cal,42.3044014,-112.1330032,23156300,1911.07,707.16,6.2,15.9579
HAWK-149,Cal,47.91690063,-112.8239975,12744315,2095.55,1001.72,1.84,8.4096
HAWK-15,Cal,41.56750107,-117.7289963,11851167,2068.7,614.96,6.29,12.3147
HAWK-150,Cal,47.97109985,-112.810997,12744253,1857.55,935.06,1.91,56.7369
HAWK-151,Cal,47.49169922,-112.9100037,12398612,1740.65,972.3,2.22,119.2437
HAWK-152,Cal,46.84640121,-110.9580002,12421265,1768.49,691.44,2.65,27.4014
HAWK-153,Cal,46.95100021,-111.1640015,12418417,1458.46,648.56,3.05,205.8903
HAWK-156,Cal,45.13339996,-108.4280014,12799788,1960.13,481.55,4.36,19.3149
HAWK-157,Cal,45.3987999,-109.9609985,7186008,2327.49,926.93,0.29,123.9039
HAWK-158,Cal,45.32300186,-110.2320023,4368592,2165.19,948.46,0.56,221.7762
HAWK-159,Cal,45.34049988,-110.2470016,4368484,2214.08,911.75,0.86,35.4546
HAWK-16,Cal,41.8146019,-117.447998,11135370,2018.4,604.19,5.39,13.5081
HAWK-160,Cal,45.53850174,-110.5810013,4365820,1422.92,749.44,1.5,8830.8117
HAWK-161,Cal,45.50630188,-110.7890015,4365280,2182.5,836.41,1.97,7.9308
HAWK-162,Cal,45.30339813,-110.9400024,4368708,2059.44,861.46,1.42,121.7331
HAWK-163,Cal,45.06169891,-111.2649994,3856337,2237.65,938.81,0.85,237.6099
HAWK-164,Cal,45.39039993,-111.2399979,3855635,2220.57,1060.03,1.03,18.4086
HAWK-165,Cal,45.39509964,-111.2070007,3855617,1993.48,874.04,1.46,1640.0781
HAWK-166,Cal,45.62670135,-111.4140015,3052544,1565.82,492.77,5.28,56.1069
HAWK-167,Cal,45.34080124,-111.7180023,3054580,1527.53,784.66,1.8,4323.564
HAWK-170,Cal,45.86840057,-113.2269974,4224338,1873.89,878.62,2.01,131.5152
HAWK-171,Cal,45.99850082,-113.1900024,4222288,2224.44,903.87,0.88,33.0426
HAWK-172,Cal,46.29740143,-113.6699982,24309875,1852.67,844.64,2.54,44.9649
HAWK-173,Cal,46.19269943,-114.2580032,24319902,1450.02,1373.96,3.38,67.7052
HAWK-174,Cal,47.71289825,-115.1279984,22977424,1569.19,1250.78,4.51,9.2394
HAWK-175,Cal,48.12139893,-115.6999969,22977074,1224.4,1619.89,3.95,28.7289
HAWK-176,Cal,48.86330032,-115.6190033,22900694,1031.36,993.56,4.01,39.3831
HAWK-177,Cal,48.74259949,-114.7310028,24345057,1782.42,1399.79,2.15,4.6107
HAWK-179,Cal,45.60469818,-111.8970032,4319608,1958.08,876.31,1.67,79.7859
HAWK-18,Cal,40.48529816,-115.5630035,10752657,2356.95,579.33,5.41,8.514
HAWK-19,Cal,40.76760101,-115.276001,10786082,2578.47,756.72,3.44,12.1806
HAWK-194,Cal,38.15869904,-115.6350021,19802567,2250.08,427.17,6.62,17.973
HAWK-195,Cal,38.34349823,-115.5510025,11396982,2292.62,446.68,5.42,13.5477
HAWK-198,Cal,38.62260056,-116.9530029,19827942,2603.78,475.05,5.52,7.3332
HAWK-199,Cal,38.66669846,-116.6100006,11126549,2851.49,576.24,4.47,23.7978
HAWK-2,Cal,33.46099854,-105.8079987,20772126,2501.37,803.12,8.17,15.651
HAWK-20,Cal,44.71699905,-116.5479965,24184540,1258.2,869.12,6.14,41.3271
HAWK-200,Cal,38.68560028,-117.3399963,19871948,2115.87,441.86,5.67,72.1242
HAWK-201,Cal,38.80870056,-117.4260025,11179203,2327.25,557.41,4.16,90.0648
HAWK-202,Cal,39.11119843,-117.2799988,11178277,2394.27,440.53,6.12,11.1159
HAWK-203,Cal,39.24900055,-117.072998,10694147,2490.03,431.29,5.76,8.1252
HAWK-204,Cal,38.87469864,-117.2529984,10696957,2447.89,538.97,4.71,50.2371
HAWK-205,Cal,39.39509964,-119.9029999,8935184,2402.36,1090.86,4.74,9.4617
HAWK-206,Cal,38.78929901,-119.8789978,8922479,2474.43,867.71,5.28,9.7371
HAWK-208,Cal,38.49430084,-119.6080017,8924919,2407.31,975.17,3.39,53.2215
HAWK-210,Cal,44.24000168,-107.223999,12829302,2807.4,852.65,-1.36,43.2549
HAWK-211,Cal,44.32559967,-106.8180008,5380386,1919.1,660.63,1.5,294.8679
HAWK-212,Cal,44.84669876,-107.3310013,5336835,1597.68,701.1,1.58,533.9574
HAWK-213,Cal,44.75690079,-107.6230011,5335925,2548.78,824.56,0.39,81.4779
HAWK-216,Cal,42.16139984,-106.9199982,15975928,2153.62,419.35,5.52,21.9132
HAWK-217,Cal,41.28310013,-107.1190033,15982733,2706.42,831.18,3.34,42.768
HAWK-218,Cal,41.17179871,-107.2139969,18275625,2412.19,791.12,3.56,67.8321
HAWK-219,Cal,41.1595993,-106.8909988,15984327,2632.93,1331.3,1.67,42.165
HAWK-22,Cal,45.13259888,-116.4160004,23568951,1619.75,1179,4.65,38.2743
HAWK-220,Cal,41.00799942,-106.8160019,15984863,2603.41,1294.27,1.48,113.5305
HAWK-222,Cal,41.52529907,-106.3909988,15968529,2683.65,973.52,1.03,65.8701
HAWK-223,Cal,41.3506012,-106.1610031,17493897,2822.71,844.4,0.97,38.5866
HAWK-224,Cal,42.40909958,-105.6100006,22093595,2133.37,587.82,4.13,151.1793
HAWK-225,Cal,42.68059921,-108.6729965,12882828,1780.24,680.86,1.9,202.2966
HAWK-226,Cal,42.53749847,-109.2030029,18300126,2457.59,750.68,0.79,54.972
HAWK-227,Cal,42.58449936,-109.9199982,18351849,2091.6,513.85,1.55,3229.5312
HAWK-228,Cal,42.09809875,-110.2020035,18354129,1997.71,507.28,2.84,547.8462
HAWK-230,Cal,42.3995018,-110.5559998,18352795,2391.73,824.93,1.67,139.068
HAWK-231,Cal,42.36539841,-110.8410034,7899661,2277.02,848.59,2.41,219.879
HAWK-233,Cal,43.45550156,-110.7099991,24432663,2509.6,824.04,2.57,29.493
HAWK-235,Cal,44.13880157,-110.8150024,23143765,2259.24,1298.91,1.57,72.999
HAWK-236,Cal,44.74869919,-110.677002,3061578,2411.02,674.58,0.86,52.4709
HAWK-237,Cal,44.88669968,-109.6579971,4269162,2165.54,989.9,0.02,534.1878
HAWK-24,Cal,44.52610016,-116.1119995,24178377,1738.53,994,3.98,6.3243
HAWK-241,Cal,43.58890152,-106.9540024,5351881,1914.03,535.94,3.81,235.3968
HAWK-242,Cal,43.40100098,-109.5879974,12899832,2837.72,787.41,-0.93,46.3878
HAWK-244,Cal,46.51089859,-121.5719986,23745396,1371.6,1842.16,4.23,13.4001
HAWK-246,Cal,44.21480179,-124.0130005,23886166,314,2248.95,10.63,38.4363
HAWK-249,Cal,42.57220078,-124.0360031,23940973,218,2667.17,10.98,92.3508
HAWK-25,Cal,44.78160095,-115.8710022,24177201,1813.06,1207.83,2.96,56.2068
HAWK-250,Cal,41.97449875,-123.177002,23936145,1153.76,1269.42,10.04,16.9263
HAWK-251,Cal,42.94459915,-122.6569977,23901651,933.95,1537.37,8.18,46.2213
HAWK-252,Cal,43.54759979,-122.7220001,23760280,1084.21,1689.24,9.03,3.4794
HAWK-254,Cal,46.37950134,-121.5719986,23745736,1158.52,1690.39,4.94,7.8264
HAWK-258,Cal,43.97480011,-122.5449982,23752932,556.56,1747.51,10.22,3.5784
HAWK-26,Cal,44.38290024,-115.7590027,24164207,1812.05,1095.09,3.66,18.1701
HAWK-260,Cal,42.55970001,-122.2789993,23923530,1696.18,1405.03,6.24,64.7442
HAWK-262,Cal,47.00880051,-121.6179962,23981025,1121.63,1850.66,3.83,61.1505
HAWK-263,Cal,48.70660019,-121.1419983,24256869,1073.08,2460.94,6.31,9.3807
HAWK-264,Cal,46.04520035,-121.7570038,24505512,1305.98,2581.45,5.4,17.3772
HAWK-265,Cal,43.85419846,-122.1269989,23752538,1147.58,1825.65,7.36,32.2182
HAWK-266,Cal,43.87310028,-122.0739975,23752560,1299.7,1917.13,4.88,189.8001
HAWK-267,Cal,45.26699829,-121.9420013,23736455,687.75,2234.54,7.24,30.7395
HAWK-268,Cal,45.27560043,-121.9420013,23735847,725.54,1934.74,6.52,221.0472
HAWK-269,Cal,47.63059998,-121.3099976,23963233,1047.42,3181.11,4.79,41.6061
HAWK-27,Cal,43.83940125,-115.5319977,23377402,1432.89,964.99,4.65,770.2119
HAWK-270,Cal,45.05830002,-123.8929977,23877179,256.17,2783.36,9.99,12.9942
HAWK-271,Cal,42.27690125,-124.0400009,23949695,296.6,3115.32,11.64,56.5857
HAWK-272,Cal,47.68099976,-121.3889999,23963137,619.52,3122.71,5.81,110.4903
HAWK-275,Cal,45.78779984,-121.7990036,24505842,435.83,2549.61,8.33,32.8059
HAWK-277,Cal,45.72930145,-121.6940002,24505996,658.26,1550.07,8.62,9.54
HAWK-278,Cal,46.48189926,-121.4960022,23743942,1442.01,1878.82,3.47,16.974
HAWK-279,Cal,44.2181015,-122.1669998,23774053,1150.83,2532.98,8.32,8.5977
